Reading_ID,Consumer_ID,Reading_Date,Units_Consumed,Voltage,Current,Power_Factor,Meter_Status
RD0007103,CON00592,2025-11-07,342,232.1,1.68,0.93,Normal
RD0007104,CON00592,2025-12-08,565,216.2,3.04,0.85,Normal
RD0007105,CON00593,2025-01-01,191,214.0,0.99,0.88,Normal
RD0007106,CON00593,2025-02-01,173,231.7,0.9,0.88,Normal
RD0007107,CON00593,2025-03-04,121,230.5,0.6,0.92,Normal
RD0007108,CON00593,2025-04-04,123,231.7,0.59,0.96,Normal
RD0007109,CON00593,2025-05-05,167,219.1,0.87,0.88,Normal
RD0007110,CON00593,2025-06-05,203,230.8,1.03,0.9,Normal
RD0007111,CON00593,2025-07-06,166,218.9,0.86,0.88,Normal
RD0007112,CON00593,2025-08-06,140,235.7,0.69,0.93,Normal
RD0007113,CON00593,2025-09-06,204,230.5,0.98,0.95,Normal
RD0007114,CON00593,2025-10-07,171,230.2,0.84,0.93,Normal
RD0007115,CON00593,2025-11-07,103,236.9,0.52,0.9,Normal
RD0007116,CON00593,2025-12-08,134,214.4,0.62,0.98,Normal
RD0007117,CON00594,2025-01-01,148,233.1,0.71,0.95,Normal
RD0007118,CON00594,2025-02-01,142,237.3,0.73,0.89,Normal
RD0007119,CON00594,2025-03-04,109,224.7,0.59,0.85,Normal
RD0007120,CON00594,2025-04-04,115,211.7,0.55,0.95,Normal
RD0007121,CON00594,2025-05-05,158,235.0,0.82,0.88,Normal
RD0007122,CON00594,2025-06-05,143,224.3,0.71,0.92,Normal
RD0007123,CON00594,2025-07-06,110,238.0,0.53,0.95,Normal
RD0007124,CON00594,2025-08-06,161,225.4,0.76,0.97,Normal
RD0007125,CON00594,2025-09-06,200,236.5,0.95,0.96,Normal
RD0007126,CON00594,2025-10-07,197,233.7,1.02,0.88,Normal
RD0007127,CON00594,2025-11-07,186,229.0,0.89,0.95,Normal
RD0007128,CON00594,2025-12-08,173,222.6,0.83,0.95,Normal
RD0007129,CON00595,2025-01-01,4967,227.4,26.37,0.86,Normal
RD0007130,CON00595,2025-02-01,4985,235.3,24.48,0.93,Normal
RD0007131,CON00595,2025-03-04,6760,215.6,35.08,0.88,Normal
RD0007132,CON00595,2025-04-04,3762,218.3,18.88,0.91,Normal
RD0007133,CON00595,2025-05-05,4808,231.4,22.63,0.97,Normal
RD0007134,CON00595,2025-06-05,5363,220.3,26.91,0.91,Normal
RD0007135,CON00595,2025-07-06,3701,217.3,17.79,0.95,Normal
RD0007136,CON00595,2025-08-06,5066,238.3,26.59,0.87,Normal
RD0007137,CON00595,2025-09-06,2628,228.4,12.37,0.97,Normal
RD0007138,CON00595,2025-10-07,2695,231.1,12.56,0.98,Normal
RD0007139,CON00595,2025-11-07,4422,224.8,23.21,0.87,Normal
RD0007140,CON00595,2025-12-08,4451,228.1,21.62,0.94,Normal
RD0007141,CON00596,2025-01-01,150,236.9,0.76,0.9,Normal
RD0007142,CON00596,2025-02-01,161,226.4,0.85,0.87,Normal
RD0007143,CON00596,2025-03-04,201,222.4,1.03,0.89,Normal
RD0007144,CON00596,2025-04-04,168,225.0,0.8,0.96,Normal
RD0007145,CON00596,2025-05-05,168,237.0,0.8,0.96,Normal
RD0007146,CON00596,2025-06-05,156,228.8,0.75,0.95,Normal
RD0007147,CON00596,2025-07-06,175,230.9,0.92,0.87,Normal
RD0007148,CON00596,2025-08-06,130,233.3,0.65,0.92,Normal
RD0007149,CON00596,2025-09-06,93,245.2,0.48,0.88,Normal
RD0007150,CON00596,2025-10-07,195,222.9,0.94,0.95,Normal
RD0007151,CON00596,2025-11-07,177,225.4,0.85,0.95,Normal
RD0007152,CON00596,2025-12-08,149,225.7,0.76,0.9,Normal
RD0007153,CON00597,2025-01-01,616,224.5,3.27,0.86,Normal
RD0007154,CON00597,2025-02-01,455,224.8,2.33,0.89,Normal
RD0007155,CON00597,2025-03-04,533,228.1,2.51,0.97,Normal
RD0007156,CON00597,2025-04-04,598,235.0,2.97,0.92,Normal
RD0007157,CON00597,2025-05-05,474,236.2,2.55,0.85,Normal
RD0007158,CON00597,2025-06-05,631,222.0,2.97,0.97,Normal
RD0007159,CON00597,2025-07-06,498,225.5,2.68,0.85,Normal
RD0007160,CON00597,2025-08-06,414,248.8,2.15,0.88,Normal
RD0007161,CON00597,2025-09-06,554,229.1,2.91,0.87,Normal
RD0007162,CON00597,2025-10-07,637,221.4,3.23,0.9,Normal
RD0007163,CON00597,2025-11-07,545,236.0,2.89,0.86,Normal
RD0007164,CON00597,2025-12-08,683,207.6,3.22,0.97,Normal
RD0007165,CON00598,2025-01-01,147,230.3,0.78,0.86,Normal
RD0007166,CON00598,2025-02-01,142,234.1,0.73,0.89,Normal
RD0007167,CON00598,2025-03-04,163,232.7,0.85,0.88,Normal
RD0007168,CON00598,2025-04-04,163,215.0,0.86,0.87,Normal
RD0007169,CON00598,2025-05-05,152,235.8,0.82,0.85,Normal
RD0007170,CON00598,2025-06-05,117,239.6,0.59,0.91,Normal
RD0007171,CON00598,2025-07-06,178,230.8,0.87,0.93,Normal
RD0007172,CON00598,2025-08-06,150,226.1,0.73,0.94,Normal
RD0007173,CON00598,2025-09-06,132,232.0,0.63,0.95,Normal
RD0007174,CON00598,2025-10-07,129,231.6,0.63,0.93,Normal
RD0007175,CON00598,2025-11-07,135,232.8,0.65,0.95,Normal
RD0007176,CON00598,2025-12-08,161,237.3,0.8,0.92,Normal
RD0007177,CON00599,2025-01-01,108,230.7,0.51,0.97,Normal
RD0007178,CON00599,2025-02-01,113,234.0,0.6,0.86,Normal
RD0007179,CON00599,2025-03-04,87,237.0,0.45,0.89,Normal
RD0007180,CON00599,2025-04-04,133,239.4,0.63,0.97,Normal
RD0007181,CON00599,2025-05-05,155,233.6,0.8,0.89,Normal
RD0007182,CON00599,2025-06-05,148,232.4,0.79,0.86,Normal
RD0007183,CON00599,2025-07-06,130,227.5,0.65,0.92,Normal
RD0007184,CON00599,2025-08-06,124,219.4,0.58,0.97,Normal
RD0007185,CON00599,2025-09-06,147,216.3,0.74,0.91,Normal
RD0007186,CON00599,2025-10-07,140,215.6,0.73,0.87,Normal
RD0007187,CON00599,2025-11-07,171,212.7,0.84,0.93,Normal
RD0007188,CON00599,2025-12-08,148,223.3,0.7,0.97,Normal
RD0007189,CON00600,2025-01-01,124,229.1,0.6,0.95,Normal
RD0007190,CON00600,2025-02-01,108,241.6,0.55,0.89,Normal
RD0007191,CON00600,2025-03-04,91,241.2,0.47,0.89,Normal
RD0007192,CON00600,2025-04-04,135,227.7,0.65,0.95,Normal
RD0007193,CON00600,2025-05-05,153,228.6,0.74,0.95,Normal
RD0007194,CON00600,2025-06-05,137,234.1,0.73,0.86,Normal
RD0007195,CON00600,2025-07-06,117,219.9,0.62,0.86,Normal
RD0007196,CON00600,2025-08-06,108,227.4,0.53,0.93,Normal
RD0007197,CON00600,2025-09-06,224,229.7,1.18,0.87,Normal
RD0007198,CON00600,2025-10-07,185,228.8,0.87,0.97,Normal
RD0007199,CON00600,2025-11-07,189,224.2,0.97,0.89,Normal
RD0007200,CON00600,2025-12-08,169,236.1,0.8,0.96,Normal
RD0007201,CON00601,2025-01-01,173,225.0,0.87,0.91,Normal
RD0007202,CON00601,2025-02-01,166,234.0,0.83,0.91,Normal
RD0007203,CON00601,2025-03-04,170,235.7,0.81,0.96,Normal
RD0007204,CON00601,2025-04-04,156,219.4,0.79,0.9,Normal
RD0007205,CON00601,2025-05-05,132,225.3,0.7,0.86,Normal
RD0007206,CON00601,2025-06-05,86,230.9,0.44,0.9,Normal
RD0007207,CON00601,2025-07-06,154,221.9,0.75,0.94,Normal
RD0007208,CON00601,2025-08-06,181,223.2,0.89,0.93,Normal
RD0007209,CON00601,2025-09-06,156,235.7,0.79,0.9,Normal
RD0007210,CON00601,2025-10-07,89,216.4,0.45,0.9,Normal
RD0007211,CON00601,2025-11-07,164,237.6,0.81,0.93,Normal
RD0007212,CON00601,2025-12-08,189,226.0,0.94,0.92,Normal
RD0007213,CON00602,2025-01-01,147,222.5,0.77,0.87,Normal
RD0007214,CON00602,2025-02-01,116,237.5,0.54,0.98,Normal
RD0007215,CON00602,2025-03-04,115,234.4,0.6,0.87,Normal
RD0007216,CON00602,2025-04-04,107,230.3,0.51,0.95,Normal
RD0007217,CON00602,2025-05-05,156,223.5,0.73,0.98,Normal
RD0007218,CON00602,2025-06-05,127,226.2,0.59,0.98,Normal
RD0007219,CON00602,2025-07-06,112,225.6,0.53,0.97,Normal
RD0007220,CON00602,2025-08-06,154,232.3,0.82,0.86,Normal
RD0007221,CON00602,2025-09-06,191,226.9,0.98,0.89,Normal
RD0007222,CON00602,2025-10-07,134,224.4,0.7,0.87,Normal
RD0007223,CON00602,2025-11-07,138,232.5,0.67,0.94,Normal
RD0007224,CON00602,2025-12-08,89,238.1,0.43,0.94,Normal
RD0007225,CON00603,2025-01-01,130,221.9,0.62,0.95,Normal
RD0007226,CON00603,2025-02-01,129,228.0,0.62,0.95,Normal
RD0007227,CON00603,2025-03-04,148,230.7,0.78,0.87,Normal
RD0007228,CON00603,2025-04-04,125,228.4,0.63,0.91,Normal
RD0007229,CON00603,2025-05-05,108,221.2,0.5,0.98,Normal
RD0007230,CON00603,2025-06-05,73,214.8,0.45,0.74,Tampered
RD0007231,CON00603,2025-07-06,47,221.5,0.31,0.7,Tampered
RD0007232,CON00603,2025-08-06,40,230.1,0.25,0.74,Tampered
RD0007233,CON00603,2025-09-06,41,227.8,0.28,0.68,Tampered
RD0007234,CON00603,2025-10-07,54,229.2,0.36,0.69,Tampered
RD0007235,CON00603,2025-11-07,22,244.0,0.14,0.73,Tampered
RD0007236,CON00603,2025-12-08,48,226.2,0.33,0.66,Tampered
RD0007237,CON00604,2025-01-01,156,226.9,0.79,0.9,Normal
RD0007238,CON00604,2025-02-01,168,234.8,0.78,0.98,Normal
RD0007239,CON00604,2025-03-04,146,228.0,0.77,0.87,Normal
RD0007240,CON00604,2025-04-04,115,219.3,0.55,0.96,Normal
RD0007241,CON00604,2025-05-05,152,232.1,0.74,0.94,Normal
RD0007242,CON00604,2025-06-05,154,233.9,0.76,0.92,Normal
RD0007243,CON00604,2025-07-06,168,234.9,0.82,0.94,Normal
RD0007244,CON00604,2025-08-06,178,241.6,0.88,0.92,Normal
RD0007245,CON00604,2025-09-06,167,225.0,0.81,0.94,Normal
RD0007246,CON00604,2025-10-07,174,226.4,0.9,0.88,Normal
RD0007247,CON00604,2025-11-07,180,246.1,0.88,0.93,Normal
RD0007248,CON00604,2025-12-08,177,237.2,0.82,0.98,Normal
RD0007249,CON00605,2025-01-01,146,226.9,0.69,0.97,Normal
RD0007250,CON00605,2025-02-01,120,244.9,0.56,0.97,Normal
RD0007251,CON00605,2025-03-04,143,231.1,0.77,0.85,Normal
RD0007252,CON00605,2025-04-04,116,223.8,0.59,0.9,Normal
RD0007253,CON00605,2025-05-05,169,233.7,0.85,0.91,Normal
RD0007254,CON00605,2025-06-05,172,228.8,0.89,0.88,Normal
RD0007255,CON00605,2025-07-06,183,222.8,0.85,0.98,Normal
RD0007256,CON00605,2025-08-06,183,232.9,0.93,0.9,Normal
RD0007257,CON00605,2025-09-06,143,227.9,0.7,0.93,Normal
RD0007258,CON00605,2025-10-07,128,222.6,0.63,0.93,Normal
RD0007259,CON00605,2025-11-07,144,215.2,0.71,0.92,Normal
RD0007260,CON00605,2025-12-08,168,234.2,0.89,0.86,Normal
RD0007261,CON00606,2025-01-01,186,226.9,0.91,0.93,Normal
RD0007262,CON00606,2025-02-01,166,231.7,0.88,0.86,Normal
RD0007263,CON00606,2025-03-04,114,234.0,0.56,0.93,Normal
RD0007264,CON00606,2025-04-04,156,232.5,0.73,0.97,Normal
RD0007265,CON00606,2025-05-05,147,228.1,0.73,0.92,Normal
RD0007266,CON00606,2025-06-05,156,237.6,0.76,0.94,Normal
RD0007267,CON00606,2025-07-06,162,237.5,0.8,0.92,Normal
RD0007268,CON00606,2025-08-06,171,234.8,0.89,0.88,Normal
RD0007269,CON00606,2025-09-06,171,238.9,0.84,0.93,Normal
RD0007270,CON00606,2025-10-07,196,242.0,0.98,0.91,Normal
RD0007271,CON00606,2025-11-07,178,233.3,0.93,0.87,Normal
RD0007272,CON00606,2025-12-08,101,236.9,0.53,0.87,Normal
RD0007273,CON00607,2025-01-01,116,228.5,0.56,0.94,Normal
RD0007274,CON00607,2025-02-01,166,238.9,0.85,0.89,Normal
RD0007275,CON00607,2025-03-04,202,223.6,0.94,0.98,Normal
RD0007276,CON00607,2025-04-04,152,223.9,0.74,0.94,Normal
RD0007277,CON00607,2025-05-05,146,240.5,0.73,0.91,Normal
RD0007278,CON00607,2025-06-05,134,228.0,0.63,0.97,Normal
RD0007279,CON00607,2025-07-06,144,228.6,0.73,0.9,Normal
RD0007280,CON00607,2025-08-06,117,244.9,0.59,0.9,Normal
RD0007281,CON00607,2025-09-06,214,234.6,1.06,0.92,Normal
RD0007282,CON00607,2025-10-07,137,230.0,0.72,0.87,Normal
RD0007283,CON00607,2025-11-07,110,231.7,0.56,0.89,Normal
RD0007284,CON00607,2025-12-08,165,234.2,0.82,0.92,Normal
RD0007285,CON00608,2025-01-01,123,239.6,0.6,0.93,Normal
RD0007286,CON00608,2025-02-01,187,232.5,0.93,0.92,Normal
RD0007287,CON00608,2025-03-04,152,229.6,0.81,0.86,Normal
RD0007288,CON00608,2025-04-04,134,247.8,0.69,0.89,Normal
RD0007289,CON00608,2025-05-05,136,232.9,0.71,0.88,Normal
RD0007290,CON00608,2025-06-05,92,220.0,0.45,0.93,Normal
RD0007291,CON00608,2025-07-06,110,236.7,0.56,0.9,Normal
RD0007292,CON00608,2025-08-06,144,221.4,0.68,0.97,Normal
RD0007293,CON00608,2025-09-06,193,230.0,0.97,0.91,Normal
RD0007294,CON00608,2025-10-07,141,240.3,0.66,0.97,Normal
RD0007295,CON00608,2025-11-07,140,234.3,0.72,0.89,Normal
RD0007296,CON00608,2025-12-08,71,234.1,0.34,0.96,Normal
RD0007297,CON00609,2025-01-01,153,214.3,0.77,0.91,Normal
RD0007298,CON00609,2025-02-01,128,234.6,0.6,0.97,Normal
RD0007299,CON00609,2025-03-04,184,233.5,0.97,0.87,Normal
RD0007300,CON00609,2025-04-04,151,217.2,0.74,0.93,Normal
RD0007301,CON00609,2025-05-05,112,248.1,0.56,0.92,Normal
RD0007302,CON00609,2025-06-05,66,214.8,0.33,0.91,Normal
RD0007303,CON00609,2025-07-06,185,225.8,0.95,0.89,Normal
RD0007304,CON00609,2025-08-06,103,234.5,0.55,0.86,Normal
RD0007305,CON00609,2025-09-06,161,225.7,0.75,0.98,Normal
RD0007306,CON00609,2025-10-07,87,228.0,0.43,0.93,Normal
RD0007307,CON00609,2025-11-07,180,231.5,0.87,0.95,Normal
RD0007308,CON00609,2025-12-08,153,231.3,0.77,0.91,Normal
RD0007309,CON00610,2025-01-01,707,220.4,3.75,0.86,Normal
RD0007310,CON00610,2025-02-01,514,233.8,2.76,0.85,Normal
RD0007311,CON00610,2025-03-04,457,237.7,2.13,0.98,Normal
RD0007312,CON00610,2025-04-04,401,237.0,1.89,0.97,Normal
RD0007313,CON00610,2025-05-05,594,223.1,2.77,0.98,Normal
RD0007314,CON00610,2025-06-05,649,229.2,3.41,0.87,Normal
RD0007315,CON00610,2025-07-06,569,215.9,2.99,0.87,Normal
RD0007316,CON00610,2025-08-06,580,222.7,2.76,0.96,Normal
RD0007317,CON00610,2025-09-06,561,232.2,2.85,0.9,Normal
RD0007318,CON00610,2025-10-07,763,217.6,3.79,0.92,Normal
RD0007319,CON00610,2025-11-07,579,227.0,2.78,0.95,Normal
RD0007320,CON00610,2025-12-08,458,233.5,2.16,0.97,Normal
RD0007321,CON00611,2025-01-01,181,229.7,0.89,0.93,Normal
RD0007322,CON00611,2025-02-01,136,241.7,0.65,0.95,Normal
RD0007323,CON00611,2025-03-04,169,240.2,0.84,0.92,Normal
RD0007324,CON00611,2025-04-04,159,223.5,0.8,0.91,Normal
RD0007325,CON00611,2025-05-05,151,225.3,0.79,0.87,Normal
RD0007326,CON00611,2025-06-05,127,225.6,0.61,0.95,Normal
RD0007327,CON00611,2025-07-06,125,216.8,0.6,0.95,Normal
RD0007328,CON00611,2025-08-06,173,237.3,0.81,0.98,Normal
RD0007329,CON00611,2025-09-06,146,221.0,0.72,0.92,Normal
RD0007330,CON00611,2025-10-07,165,223.5,0.85,0.89,Normal
RD0007331,CON00611,2025-11-07,152,213.7,0.78,0.89,Normal
RD0007332,CON00611,2025-12-08,166,232.7,0.82,0.92,Normal
RD0007333,CON00612,2025-01-01,548,221.7,2.81,0.89,Normal
RD0007334,CON00612,2025-02-01,718,251.1,3.53,0.93,Normal
RD0007335,CON00612,2025-03-04,608,216.9,3.12,0.89,Normal
RD0007336,CON00612,2025-04-04,455,228.5,2.14,0.97,Normal
RD0007337,CON00612,2025-05-05,506,222.6,2.6,0.89,Normal
RD0007338,CON00612,2025-06-05,568,231.9,2.76,0.94,Normal
RD0007339,CON00612,2025-07-06,531,221.4,2.64,0.92,Normal
RD0007340,CON00612,2025-08-06,761,242.9,4.04,0.86,Normal
RD0007341,CON00612,2025-09-06,434,247.8,2.33,0.85,Normal
RD0007342,CON00612,2025-10-07,317,219.9,1.56,0.93,Normal
RD0007343,CON00612,2025-11-07,662,232.2,3.32,0.91,Normal
RD0007344,CON00612,2025-12-08,892,234.1,4.24,0.96,Normal
RD0007345,CON00613,2025-01-01,617,226.0,2.87,0.98,Normal
RD0007346,CON00613,2025-02-01,518,234.3,2.49,0.95,Normal
RD0007347,CON00613,2025-03-04,321,229.1,1.51,0.97,Normal
RD0007348,CON00613,2025-04-04,472,238.3,2.2,0.98,Normal
RD0007349,CON00613,2025-05-05,472,223.9,2.32,0.93,Normal
RD0007350,CON00613,2025-06-05,662,221.2,3.22,0.94,Normal
RD0007351,CON00613,2025-07-06,845,233.6,3.98,0.97,Normal
RD0007352,CON00613,2025-08-06,737,227.9,3.7,0.91,Normal
RD0007353,CON00613,2025-09-06,730,225.5,3.44,0.97,Normal
RD0007354,CON00613,2025-10-07,558,247.8,2.93,0.87,Normal
RD0007355,CON00613,2025-11-07,811,231.1,4.16,0.89,Normal
RD0007356,CON00613,2025-12-08,679,230.9,3.52,0.88,Normal
RD0007357,CON00614,2025-01-01,103,225.5,0.52,0.9,Normal
RD0007358,CON00614,2025-02-01,227,239.9,1.08,0.96,Normal
RD0007359,CON00614,2025-03-04,162,228.5,0.77,0.96,Normal
RD0007360,CON00614,2025-04-04,143,241.6,0.75,0.87,Normal
RD0007361,CON00614,2025-05-05,157,228.5,0.74,0.97,Normal
RD0007362,CON00614,2025-06-05,139,222.5,0.73,0.87,Normal
RD0007363,CON00614,2025-07-06,127,237.8,0.63,0.92,Normal
RD0007364,CON00614,2025-08-06,140,229.1,0.69,0.92,Normal
RD0007365,CON00614,2025-09-06,141,237.8,0.7,0.92,Normal
RD0007366,CON00614,2025-10-07,150,247.9,0.8,0.86,Normal
RD0007367,CON00614,2025-11-07,125,232.3,0.65,0.88,Normal
RD0007368,CON00614,2025-12-08,148,217.5,0.77,0.88,Normal
RD0007369,CON00615,2025-01-01,4305,219.9,20.27,0.97,Normal
RD0007370,CON00615,2025-02-01,3990,217.0,20.02,0.91,Normal
RD0007371,CON00615,2025-03-04,3852,231.1,20.22,0.87,Normal
RD0007372,CON00615,2025-04-04,3986,226.3,20.22,0.9,Normal
RD0007373,CON00615,2025-05-05,3356,218.0,17.82,0.86,Normal
RD0007374,CON00615,2025-06-05,4289,231.8,22.26,0.88,Normal
RD0007375,CON00615,2025-07-06,1813,230.0,9.3,0.89,Normal
RD0007376,CON00615,2025-08-06,5428,229.0,26.37,0.94,Normal
RD0007377,CON00615,2025-09-06,5104,229.7,26.19,0.89,Normal
RD0007378,CON00615,2025-10-07,3679,238.9,18.67,0.9,Normal
RD0007379,CON00615,2025-11-07,4464,227.3,21.01,0.97,Normal
RD0007380,CON00615,2025-12-08,2945,219.4,14.94,0.9,Normal
RD0007381,CON00616,2025-01-01,3459,233.0,16.98,0.93,Normal
RD0007382,CON00616,2025-02-01,4783,236.2,22.75,0.96,Normal
RD0007383,CON00616,2025-03-04,4407,225.6,20.75,0.97,Normal
RD0007384,CON00616,2025-04-04,3352,225.5,17.39,0.88,Normal
RD0007385,CON00616,2025-05-05,4157,235.5,21.09,0.9,Normal
RD0007386,CON00616,2025-06-05,3981,232.1,18.55,0.98,Normal
RD0007387,CON00616,2025-07-06,2010,242.8,9.66,0.95,Normal
RD0007388,CON00616,2025-08-06,4513,235.8,22.16,0.93,Normal
RD0007389,CON00616,2025-09-06,4342,236.4,23.05,0.86,Normal
RD0007390,CON00616,2025-10-07,3593,226.6,19.08,0.86,Normal
RD0007391,CON00616,2025-11-07,3076,231.7,15.78,0.89,Normal
RD0007392,CON00616,2025-12-08,3740,236.0,17.61,0.97,Normal
RD0007393,CON00617,2025-01-01,172,223.7,0.81,0.97,Normal
RD0007394,CON00617,2025-02-01,129,220.7,0.66,0.89,Normal
RD0007395,CON00617,2025-03-04,50,234.8,0.26,0.89,Normal
RD0007396,CON00617,2025-04-04,157,229.7,0.76,0.94,Normal
RD0007397,CON00617,2025-05-05,147,252.1,0.79,0.85,Normal
RD0007398,CON00617,2025-06-05,36,227.0,0.21,0.79,Tampered
RD0007399,CON00617,2025-07-06,45,230.6,0.29,0.71,Tampered
RD0007400,CON00617,2025-08-06,58,215.0,0.4,0.67,Tampered
RD0007401,CON00617,2025-09-06,37,230.4,0.24,0.69,Tampered
RD0007402,CON00617,2025-10-07,40,230.1,0.27,0.67,Tampered
RD0007403,CON00617,2025-11-07,41,238.7,0.25,0.76,Tampered
RD0007404,CON00617,2025-12-08,54,232.8,0.36,0.69,Tampered
RD0007405,CON00618,2025-01-01,205,239.0,0.96,0.98,Normal
RD0007406,CON00618,2025-02-01,113,235.9,0.59,0.87,Normal
RD0007407,CON00618,2025-03-04,191,231.3,0.98,0.89,Normal
RD0007408,CON00618,2025-04-04,162,222.4,0.79,0.94,Normal
RD0007409,CON00618,2025-05-05,130,226.2,0.62,0.95,Normal
RD0007410,CON00618,2025-06-05,187,216.3,0.95,0.9,Normal
RD0007411,CON00618,2025-07-06,153,231.6,0.78,0.89,Normal
RD0007412,CON00618,2025-08-06,163,242.4,0.76,0.98,Normal
RD0007413,CON00618,2025-09-06,127,230.9,0.68,0.85,Normal
RD0007414,CON00618,2025-10-07,166,244.4,0.81,0.94,Normal
RD0007415,CON00618,2025-11-07,106,233.3,0.53,0.91,Normal
RD0007416,CON00618,2025-12-08,113,239.8,0.55,0.94,Normal
RD0007417,CON00619,2025-01-01,394,237.3,2.04,0.88,Normal
RD0007418,CON00619,2025-02-01,419,227.3,2.01,0.95,Normal
RD0007419,CON00619,2025-03-04,479,224.2,2.51,0.87,Normal
RD0007420,CON00619,2025-04-04,440,235.2,2.34,0.86,Normal
RD0007421,CON00619,2025-05-05,521,231.0,2.61,0.91,Normal
RD0007422,CON00619,2025-06-05,657,232.8,3.06,0.98,Normal
RD0007423,CON00619,2025-07-06,772,237.8,3.67,0.96,Normal
RD0007424,CON00619,2025-08-06,835,223.6,4.38,0.87,Normal
RD0007425,CON00619,2025-09-06,700,235.1,3.33,0.96,Normal
RD0007426,CON00619,2025-10-07,607,232.7,3.01,0.92,Normal
RD0007427,CON00619,2025-11-07,476,220.1,2.47,0.88,Normal
RD0007428,CON00619,2025-12-08,674,231.4,3.42,0.9,Normal
RD0007429,CON00620,2025-01-01,551,224.1,2.59,0.97,Normal
RD0007430,CON00620,2025-02-01,863,217.8,4.06,0.97,Normal
RD0007431,CON00620,2025-03-04,608,231.6,2.89,0.96,Normal
RD0007432,CON00620,2025-04-04,646,217.9,3.43,0.86,Normal
RD0007433,CON00620,2025-05-05,441,237.3,2.26,0.89,Normal
RD0007434,CON00620,2025-06-05,656,234.9,3.33,0.9,Normal
RD0007435,CON00620,2025-07-06,695,229.0,3.45,0.92,Normal
RD0007436,CON00620,2025-08-06,751,236.2,3.73,0.92,Normal
RD0007437,CON00620,2025-09-06,498,231.5,2.37,0.96,Normal
RD0007438,CON00620,2025-10-07,607,238.2,2.92,0.95,Normal
RD0007439,CON00620,2025-11-07,434,211.3,2.06,0.96,Normal
RD0007440,CON00620,2025-12-08,609,227.2,3.2,0.87,Normal
RD0007441,CON00621,2025-01-01,148,233.3,0.69,0.98,Normal
RD0007442,CON00621,2025-02-01,166,207.2,0.85,0.89,Normal
RD0007443,CON00621,2025-03-04,176,235.0,0.87,0.92,Normal
RD0007444,CON00621,2025-04-04,89,233.5,0.48,0.85,Normal
RD0007445,CON00621,2025-05-05,163,236.1,0.85,0.88,Normal
RD0007446,CON00621,2025-06-05,119,224.4,0.56,0.97,Normal
RD0007447,CON00621,2025-07-06,146,219.9,0.77,0.87,Normal
RD0007448,CON00621,2025-08-06,183,233.8,0.89,0.94,Normal
RD0007449,CON00621,2025-09-06,162,216.1,0.81,0.91,Normal
RD0007450,CON00621,2025-10-07,122,230.2,0.63,0.89,Normal
RD0007451,CON00621,2025-11-07,166,230.3,0.86,0.88,Normal
RD0007452,CON00621,2025-12-08,163,228.2,0.76,0.98,Normal
RD0007453,CON00622,2025-01-01,112,222.7,0.56,0.91,Normal
RD0007454,CON00622,2025-02-01,195,222.3,1.01,0.88,Normal
RD0007455,CON00622,2025-03-04,173,232.0,0.81,0.97,Normal
RD0007456,CON00622,2025-04-04,155,238.3,0.8,0.88,Normal
RD0007457,CON00622,2025-05-05,178,221.4,0.95,0.86,Normal
RD0007458,CON00622,2025-06-05,179,233.5,0.93,0.88,Normal
RD0007459,CON00622,2025-07-06,117,228.8,0.55,0.97,Normal
RD0007460,CON00622,2025-08-06,134,224.6,0.7,0.88,Normal
RD0007461,CON00622,2025-09-06,140,236.4,0.7,0.91,Normal
RD0007462,CON00622,2025-10-07,129,234.0,0.66,0.89,Normal
RD0007463,CON00622,2025-11-07,159,237.1,0.75,0.97,Normal
RD0007464,CON00622,2025-12-08,120,237.7,0.58,0.94,Normal
RD0007465,CON00623,2025-01-01,185,223.9,0.88,0.96,Normal
RD0007466,CON00623,2025-02-01,79,233.9,0.4,0.91,Normal
RD0007467,CON00623,2025-03-04,182,236.6,0.85,0.98,Normal
RD0007468,CON00623,2025-04-04,157,225.6,0.79,0.91,Normal
RD0007469,CON00623,2025-05-05,161,222.3,0.81,0.91,Normal
RD0007470,CON00623,2025-06-05,204,235.2,0.97,0.96,Normal
RD0007471,CON00623,2025-07-06,162,215.6,0.82,0.9,Normal
RD0007472,CON00623,2025-08-06,131,222.2,0.67,0.89,Normal
RD0007473,CON00623,2025-09-06,156,231.7,0.77,0.92,Normal
RD0007474,CON00623,2025-10-07,151,237.7,0.7,0.98,Normal
RD0007475,CON00623,2025-11-07,106,223.8,0.5,0.97,Normal
RD0007476,CON00623,2025-12-08,136,224.2,0.67,0.93,Normal
RD0007477,CON00624,2025-01-01,147,222.9,0.78,0.86,Normal
RD0007478,CON00624,2025-02-01,120,217.2,0.6,0.91,Normal
RD0007479,CON00624,2025-03-04,89,223.3,0.43,0.95,Normal
RD0007480,CON00624,2025-04-04,161,236.5,0.85,0.87,Normal
RD0007481,CON00624,2025-05-05,170,233.9,0.89,0.87,Normal
RD0007482,CON00624,2025-06-05,148,239.1,0.74,0.91,Normal
RD0007483,CON00624,2025-07-06,163,221.1,0.78,0.96,Normal
RD0007484,CON00624,2025-08-06,196,229.2,0.96,0.93,Normal
RD0007485,CON00624,2025-09-06,176,201.6,0.92,0.87,Normal
RD0007486,CON00624,2025-10-07,129,228.0,0.68,0.87,Normal
RD0007487,CON00624,2025-11-07,158,237.1,0.82,0.88,Normal
RD0007488,CON00624,2025-12-08,161,231.3,0.85,0.87,Normal
